ID,Session,note_quality,food_present,no_intx_yes_no,Hyena,Time,Order,Behavior,Target,Distance,Leader Y/N?,Food,Notes
719,t9001,3,TRUE,FALSE,bail,00-Jan-00,1,dist,,10,FALSE,,
720,t9001,3,TRUE,FALSE,jab,00-Jan-00,2,whoop,,,FALSE,,
721,t9001,3,TRUE,FALSE,unid1,00-Jan-00,1,flw,lion,20,FALSE,,
722,t9001,3,TRUE,FALSE,unid2,00-Jan-00,1,flw,lion,20,FALSE,,
723,t9001,3,TRUE,FALSE,unid3,00-Jan-00,1,flw,lion,20,FALSE,,
724,t9001,3,TRUE,FALSE,unid4,00-Jan-00,1,flw,lion,20,FALSE,,
725,t9001,3,TRUE,FALSE,unid5,00-Jan-00,1,flw,lion,20,FALSE,,
726,t9001,3,TRUE,FALSE,unid6,00-Jan-00,1,flw,lion,20,FALSE,,
727,t9001,3,TRUE,FALSE,unid7,00-Jan-00,1,flw,lion,20,FALSE,,
728,t9001,3,TRUE,FALSE,unid8,00-Jan-00,1,flw,lion,20,FALSE,,
729,t9001,3,TRUE,FALSE,unid9,00-Jan-00,1,flw,lion,20,FALSE,,
730,t9001,3,TRUE,FALSE,unid10,00-Jan-00,1,flw,lion,20,FALSE,,
731,t9001,3,TRUE,FALSE,unid11,00-Jan-00,1,flw,lion,20,FALSE,,
732,t9001,3,TRUE,FALSE,unid12,00-Jan-00,1,flw,lion,20,FALSE,,
733,t9001,3,TRUE,FALSE,wald,00-Jan-00,2,dist,,30,FALSE,,behind group of 12
734,t9001,3,TRUE,FALSE,bsh,00-Jan-00,3,dist,,40,FALSE,,
735,t9001,3,TRUE,FALSE,bail,00-Jan-00,1,fds,,30,FALSE,scrap,
736,t9001,3,TRUE,FALSE,who,00-Jan-00,2,steals scrap fds,,30,FALSE,scrap,
737,t9001,3,TRUE,FALSE,unid1,00-Jan-00,1,mob,,5,FALSE,,
738,t9001,3,TRUE,FALSE,unid2,00-Jan-00,1,mob,,5,FALSE,,
739,t9001,3,TRUE,FALSE,unid3,00-Jan-00,1,mob,,5,FALSE,,
740,t9001,3,TRUE,FALSE,unid4,00-Jan-00,1,mob,,5,FALSE,,
741,t9001,3,TRUE,FALSE,bail,00-Jan-00,2,dist,,3,FALSE,,
742,t9001,3,TRUE,FALSE,sy,00-Jan-00,3,dist,,4,FALSE,,
743,t9001,3,TRUE,FALSE,bsh,00-Jan-00,4,dist,,6,FALSE,,
744,t9001,3,TRUE,FALSE,hob,00-Jan-00,5,dist,,6,FALSE,,
745,t9001,3,TRUE,FALSE,unid1,00-Jan-00,1,dist,,15,FALSE,,
746,t9001,3,TRUE,FALSE,unid2,00-Jan-00,1,dist,,15,FALSE,,
747,t9001,3,TRUE,FALSE,unid3,00-Jan-00,1,dist,,15,FALSE,,
748,t9001,3,TRUE,FALSE,unid4,00-Jan-00,1,dist,,15,FALSE,,
749,t9001,3,TRUE,FALSE,unid5,00-Jan-00,1,dist,,15,FALSE,,
750,t9001,3,TRUE,FALSE,unid6,00-Jan-00,1,dist,,15,FALSE,,
751,t9001,3,TRUE,FALSE,unid7,00-Jan-00,1,dist,,15,FALSE,,
752,t9001,3,TRUE,FALSE,unid8,00-Jan-00,1,dist,,15,FALSE,,
753,t9001,3,TRUE,FALSE,unid9,00-Jan-00,1,dist,,15,FALSE,,
754,t9001,3,TRUE,FALSE,unid10,00-Jan-00,1,dist,,15,FALSE,,
755,t9001,3,TRUE,FALSE,unid11,00-Jan-00,1,dist,,15,FALSE,,
756,t9001,3,TRUE,FALSE,who,00-Jan-00,2,dist,,5,FALSE,,
757,t9001,3,TRUE,FALSE,bb,00-Jan-00,3,dist,,6,FALSE,,
758,t9001,3,TRUE,FALSE,nav,00-Jan-00,4,dist,,2,FALSE,,
759,t9001,3,TRUE,FALSE,sd,00-Jan-00,5,dist,,5,FALSE,,
760,t9001,3,TRUE,FALSE,nav,00-Jan-00,1,flw,lion,5,FALSE,,
761,t9001,3,TRUE,FALSE,hob,00-Jan-00,1,flw,lion,5,FALSE,,
762,t11163.2,3,FALSE,FALSE,kip,00-Jan-00,1,dist,,60,FALSE,,2 male lions emerge running from SC
763,t9001,3,TRUE,FALSE,wald,00-Jan-00,2,dist,,60,FALSE,,
764,t9001,3,TRUE,FALSE,nav,00-Jan-00,1,dist,,5,FALSE,,
765,t11163.2,3,FALSE,FALSE,kip,00-Jan-00,1,bo,,,FALSE,,response to lions emerging
766,t9001,3,TRUE,FALSE,sy,00-Jan-00,1,fds,,,FALSE,zebra carc,
767,t9001,3,TRUE,FALSE,nav,00-Jan-00,2,fds,,,FALSE,zebra carc,
768,t9001,3,TRUE,FALSE,unid1,00-Jan-00,3,fds,,,FALSE,zebra carc,
769,t9001,3,TRUE,FALSE,unid2,00-Jan-00,3,fds,,,FALSE,zebra carc,
770,t9001,3,TRUE,FALSE,unid3,00-Jan-00,3,fds,,,FALSE,zebra carc,
771,t9001,3,TRUE,FALSE,unid4,00-Jan-00,3,fds,,,FALSE,zebra carc,
772,t9001,3,TRUE,FALSE,unid5,00-Jan-00,3,fds,,,FALSE,zebra carc,
773,t9001,3,TRUE,FALSE,sy,00-Jan-00,4,gets scrap,,,FALSE,,
774,t9001,3,TRUE,FALSE,unid1,00-Jan-00,1,tug of war over carcass with lion,lion,,FALSE,,
775,t9001,3,TRUE,FALSE,unid2,00-Jan-00,1,tug of war over carcass with lion,lion,,FALSE,,
776,t9001,3,TRUE,FALSE,unid3,00-Jan-00,1,tug of war over carcass with lion,lion,,FALSE,,
777,t9001,3,TRUE,FALSE,unid4,00-Jan-00,1,tug of war over carcass with lion,lion,,FALSE,,
778,t9001,3,TRUE,FALSE,unid1,00-Jan-00,1,fds,,,FALSE,zebra carc,
779,t9001,3,TRUE,FALSE,unid2,00-Jan-00,1,fds,,,FALSE,zebra carc,
780,t9001,3,TRUE,FALSE,unid3,00-Jan-00,1,fds,,,FALSE,zebra carc,
781,t9001,3,TRUE,FALSE,unid4,00-Jan-00,1,fds,,,FALSE,zebra carc,
782,t9001,3,TRUE,FALSE,unid5,00-Jan-00,1,fds,,,FALSE,zebra carc,
783,t9001,3,TRUE,FALSE,unid6,00-Jan-00,1,fds,,,FALSE,zebra carc,
784,t9001,3,TRUE,FALSE,unid7,00-Jan-00,1,fds,,,FALSE,zebra carc,
785,t9001,3,TRUE,FALSE,unid8,00-Jan-00,1,fds,,,FALSE,zebra carc,
786,t9001,3,TRUE,FALSE,unid9,00-Jan-00,1,fds,,,FALSE,zebra carc,
787,t12939,3,TRUE,FALSE,rs,00-Jan-00,1,dist,,50,FALSE,gnu kill,2 male 1 female lions one male feeding
788,t9001,3,TRUE,FALSE,jab,00-Jan-00,2,runs off with leg,,,FALSE,,
789,t9001,3,TRUE,FALSE,bb,00-Jan-00,1,fds,,,FALSE,scrap,
790,t12939,3,TRUE,FALSE,mike,00-Jan-00,2,dist,,75,FALSE,gnu kill,2 male 1 female lions one male feeding
791,t9001,3,TRUE,FALSE,hob,00-Jan-00,2,fds,,,FALSE,zebra carc,
792,t12939,3,TRUE,FALSE,sim,00-Jan-00,3,dist,,50,FALSE,gnu kill,2 male 1 female lions one male feeding
793,t9001,3,TRUE,FALSE,jb,00-Jan-00,2,fds,,,FALSE,zebra carc,
794,t9001,3,TRUE,FALSE,tz,00-Jan-00,2,fds,,,FALSE,zebra carc,
795,t9001,3,TRUE,FALSE,ger,00-Jan-00,2,fds,,,FALSE,zebra carc,
796,t9001,3,TRUE,FALSE,nav,00-Jan-00,2,fds,,,FALSE,zebra carc,
797,t9001,3,TRUE,FALSE,bsh,00-Jan-00,2,fds,,,FALSE,zebra carc,
798,t9001,3,TRUE,FALSE,sy,00-Jan-00,2,fds,,,FALSE,zebra carc,
799,t9001,3,TRUE,FALSE,sd,00-Jan-00,2,fds,,,FALSE,zebra carc,
800,t9001,3,TRUE,FALSE,mike,00-Jan-00,1,fds,,,FALSE,zebra carc,
801,t12939,3,TRUE,FALSE,mig,00-Jan-00,4,dist,,80,FALSE,gnu kill,2 male 1 female lions one male feeding
802,t9001,3,TRUE,FALSE,hob,00-Jan-00,1,fds,,,FALSE,zebra carc,
803,t12939,3,TRUE,FALSE,tz,00-Jan-00,5,dist,,75,FALSE,gnu kill,2 male 1 female lions one male feeding
804,t9001,3,TRUE,FALSE,jab,00-Jan-00,1,fds,,,FALSE,zebra carc,
805,t9001,3,TRUE,FALSE,nav,00-Jan-00,1,fds,,,FALSE,zebra carc,
806,t9001,3,TRUE,FALSE,sy,00-Jan-00,1,fds,,,FALSE,zebra carc,
807,t12939,3,TRUE,FALSE,bp,00-Jan-00,6,dist,,50,FALSE,gnu kill,2 male 1 female lions one male feedign
808,t9001,3,TRUE,FALSE,bail,00-Jan-00,2,arr fds,,,FALSE,zebra carc,
809,t12939,3,TRUE,FALSE,pos,00-Jan-00,7,dist,,70,FALSE,gnu kill,2 male 1 female lions one male feeding
810,t9001,3,TRUE,FALSE,ger,00-Jan-00,1,fds,,3,FALSE,scrap,scan
811,t12939,3,TRUE,FALSE,wald,00-Jan-00,8,dist,,75,FALSE,gnu kill,2 male 1 female lions one male feeding
812,t9001,3,TRUE,FALSE,bail,00-Jan-00,2,scan,,2,FALSE,,scan
813,t9001,3,TRUE,FALSE,tz,00-Jan-00,3,scan,,5,FALSE,,scan
814,t9001,3,TRUE,FALSE,nav,00-Jan-00,4,fds,,7,FALSE,scrap,scan
815,t9001,3,TRUE,FALSE,mike,00-Jan-00,5,scan,,10,FALSE,,scan
816,t9001,3,TRUE,FALSE,sy,00-Jan-00,6,scan,,20,FALSE,,scan
817,t9001,3,TRUE,FALSE,bb,00-Jan-00,7,fds,,,FALSE,scrap,scan
818,t9001,3,TRUE,FALSE,rm,00-Jan-00,8,scan,,30,FALSE,,scan
819,t12939,3,TRUE,FALSE,rs,00-Jan-00,1,lope to 50m-carcass,,,TRUE,gnu carcass,"lion lv carcass, scent mark 25m-carcass  andwlk W"
820,t9001,3,TRUE,FALSE,jab,00-Jan-00,9,fds,,30,FALSE,leg scrap,scan
821,t9001,3,TRUE,FALSE,hob,00-Jan-00,10,scan,,40,FALSE,,scan
822,t9001,3,TRUE,FALSE,sd,00-Jan-00,11,scan,,31,FALSE,,scan
823,t9001,3,TRUE,FALSE,mark,00-Jan-00,12,scan,,20,FALSE,,scan
824,t12939,3,TRUE,FALSE,bp,00-Jan-00,1,lope to 50m-carcass,,,FALSE,gnu carcass,
825,t12939,3,TRUE,FALSE,mig,00-Jan-00,1,lope to 50m-carcass,,,FALSE,gnu carcass,
826,t12939,3,TRUE,FALSE,mike,00-Jan-00,1,lope to 50m-carcass,,,FALSE,gnu carcass,
827,t12939,3,TRUE,FALSE,rs,00-Jan-00,1,lope to 50m-carcass,,,FALSE,gnu carcass,
828,t12939,3,TRUE,FALSE,sim,00-Jan-00,1,lope to 50m-carcass,,,FALSE,gnu carcass,
829,t12939,3,TRUE,FALSE,rs,00-Jan-00,1,"lopes in, takes liver",,,FALSE,gnu carcass liver,
830,t9001,3,TRUE,FALSE,bail,00-Jan-00,1,takes scrap,,,FALSE,,
831,t12939,3,TRUE,FALSE,mike,00-Jan-00,1,"lopes to carcass, obtains leg",,,FALSE,gnu carcass leg,
832,t12939,3,TRUE,FALSE,rs,00-Jan-00,2,obtains leg,,,FALSE,gnu carcass leg,
833,t12939,3,TRUE,FALSE,mig,00-Jan-00,1,gets leg,,,FALSE,gnu carcass leg,
834,t12939,3,TRUE,FALSE,sim,00-Jan-00,2,gets scapula,,,FALSE,gnu carcass scapula,
835,t9001,3,TRUE,FALSE,mark,00-Jan-00,1,fds,,,FALSE,leg scrap,
836,t9001,3,TRUE,FALSE,sy,00-Jan-00,2,pastes,,20,FALSE,,
837,t9001,3,TRUE,FALSE,nav,00-Jan-00,3,fds,,,FALSE,scrap,
838,t9001,3,TRUE,FALSE,ger,00-Jan-00,4,fds,,,FALSE,scrap,
839,t9001,3,TRUE,FALSE,jab,00-Jan-00,1,brt st,,3,FALSE,,
840,t9001,3,TRUE,FALSE,bb,00-Jan-00,1,brt st,,3,FALSE,,
841,t9001,3,TRUE,FALSE,sd,00-Jan-00,1,fds,,,FALSE,scrap,
842,t12939,3,TRUE,FALSE,sim,00-Jan-00,1,"takes ribcage and spine, lopes E",,60,FALSE,gnu spine and ribs,
843,t12939,3,TRUE,FALSE,wald,00-Jan-00,2,bo,sim,60,FALSE,gnu head and neck,
844,t12939,3,TRUE,FALSE,bp,00-Jan-00,1,dist,,60,FALSE,,
845,t12939,3,TRUE,FALSE,mike,00-Jan-00,1,fd on head and neck,,60,FALSE,gnu head and neck,
846,t12939,3,TRUE,FALSE,wald,00-Jan-00,2,dist,,50-70,FALSE,gnu head and neck,
847,t12939,3,TRUE,FALSE,mike,00-Jan-00,3,moves carcass S,,60,FALSE,gnu head and neck,
848,t12939,3,TRUE,FALSE,wald,00-Jan-00,4,obtains bone,,60,FALSE,gnu bone,
849,t12939,3,TRUE,FALSE,bp,00-Jan-00,5,feeds on scrap where mike was feeding,,60,FALSE,gnu carcass scrap,
850,t12939,3,TRUE,FALSE,pos,00-Jan-00,6,dist,,60,FALSE,,
851,t12939,3,TRUE,FALSE,sim,00-Jan-00,1,lv with ribs and spine,,60,FALSE,gnu spine and ribs,
852,t12939,3,TRUE,FALSE,bp,00-Jan-00,2,fds on scraps,,60,FALSE,gnu carcass scraps,
853,t12939,3,TRUE,FALSE,bp,00-Jan-00,1,scan,,60,FALSE,,
854,t12939,3,TRUE,FALSE,rs,00-Jan-00,2,fds on leg,,60,FALSE,gnu carcas leg,scan
855,t12939,3,TRUE,FALSE,mike,00-Jan-00,3,wlk with head,,60,FALSE,gnu carcass head,scan
856,t12939,3,TRUE,FALSE,pos,00-Jan-00,4,fds on bone,,60,FALSE,gnu carcass bone,scan
857,t12939,3,TRUE,FALSE,rs,00-Jan-00,5,picks up leg to move it,,60,FALSE,gnu carcass leg,
858,t12939,3,TRUE,FALSE,rs,00-Jan-00,1,lopes with leg,,60,FALSE,gnu carcass leg,
859,t12939,3,TRUE,FALSE,mike,00-Jan-00,1,moves gnu head,,60,FALSE,gnu carcass head,
860,t12939,3,TRUE,FALSE,bp,00-Jan-00,2,lopes to mikes feeding spot,,60,FALSE,,
861,t12939,3,TRUE,FALSE,rs,00-Jan-00,3,finds more bones,,60,FALSE,gnu carcass bones,
862,t12939,3,TRUE,FALSE,rs,00-Jan-00,1,fds,,60,FALSE,gnu carcass,scan
863,t12939,3,TRUE,FALSE,mike,00-Jan-00,1,fds,,60,FALSE,gnu carcass,scan
864,t12939,3,TRUE,FALSE,pos,00-Jan-00,1,scan,,60,FALSE,,
865,t12939,3,TRUE,FALSE,sim,00-Jan-00,1,fds,,60,FALSE,gnu carcass,scan
866,t15304.2,3,FALSE,FALSE,ome,00-Jan-00,2,follow girls 50,,,FALSE,,large adult male lion emerges from bushes
867,t15304.2,3,FALSE,FALSE,ua,00-Jan-00,1,mob lioness,lioness,10,FALSE,,"lion wlk oos W, ignores hyenas"
868,t15304.2,3,FALSE,FALSE,bsh,00-Jan-00,1,mob lioness,lioness,10,FALSE,,"lion wlk oos W, ignores hyenas"
869,t15304.2,3,FALSE,FALSE,mali,00-Jan-00,1,mob lioness,lioness,10,FALSE,,"lion wlk oos W, ignores hyenas"
870,t15304.2,3,FALSE,FALSE,gil,00-Jan-00,1,mob lioness,lioness,10,FALSE,,"lion wlk oos W, ignores hyenas"
871,t17492,3,TRUE,FALSE,rub,00-Jan-00,1,fds,,,FALSE,zebra bone,chews
872,t17492,3,TRUE,FALSE,jj,00-Jan-00,2,carries fd,,,FALSE,zebra meat,"wlk S ""w meat"""
873,t17492,3,TRUE,FALSE,par,00-Jan-00,3,takes fd,,,FALSE,zebra leg,
874,t17492,3,TRUE,FALSE,mp,00-Jan-00,4,fds,,,FALSE,zebra bone,
875,t17492,3,TRUE,FALSE,fn,00-Jan-00,5,fds,,,FALSE,zebra scrap,
876,t17492,3,TRUE,FALSE,sx,00-Jan-00,1,carries fd,,,FALSE,zebra leg,
877,t17492,3,TRUE,FALSE,hg,00-Jan-00,1,takes fd,,,FALSE,zebra scrap,
878,t17492,3,TRUE,FALSE,jj,00-Jan-00,2,dist,,10,FALSE,,brt
879,t17492,3,TRUE,FALSE,mali,00-Jan-00,3,dist,,10,FALSE,,brt
880,t17492,3,TRUE,FALSE,nav,00-Jan-00,4,dist,,10,FALSE,,brt
881,t17492,3,TRUE,FALSE,hg,00-Jan-00,1,lows,,,FALSE,,
882,t17492,3,TRUE,FALSE,gol,00-Jan-00,1,lows,,,FALSE,,
883,t17492,3,TRUE,FALSE,hg,00-Jan-00,1,lows,,,FALSE,,
884,t17492,3,TRUE,FALSE,gol,00-Jan-00,2,lows,,,FALSE,,
885,t17492,3,TRUE,FALSE,hg,00-Jan-00,3,lows,,,FALSE,,
886,t17492,3,TRUE,FALSE,unids,00-Jan-00,5,mob,lion,,FALSE,,"brt in tight cluster, lionesses run off"
887,t17492,3,TRUE,FALSE,cr,00-Jan-00,6,takes fd,,,FALSE,zebra spine and ribs,gets bulk of carcass
888,t17492,3,TRUE,FALSE,unids,00-Jan-00,7,take fd,,,FALSE,zebra scraps,"""other hyenas"" take scraps and scatter"
889,t17492,3,TRUE,FALSE,hg,00-Jan-00,1,fds,,,FALSE,zebra scrap,
890,t17492,3,TRUE,FALSE,sco,00-Jan-00,1,fds,,,FALSE,zebra scrap,
891,t17492,3,TRUE,FALSE,gol,00-Jan-00,1,fds,,,FALSE,zebra scrap,
892,t17492,3,TRUE,FALSE,chas,00-Jan-00,1,pastes,,,FALSE,,
893,t17492,3,TRUE,FALSE,puc,00-Jan-00,2,pastes ov,,,FALSE,,
894,t17492,3,TRUE,FALSE,gol,00-Jan-00,1,pastes,,,FALSE,,
895,t17492,3,TRUE,FALSE,nod,00-Jan-00,1,pastes,,,FALSE,,
896,t17492,3,TRUE,FALSE,mrph,00-Jan-00,1,fds,,,FALSE,zebra skull,
897,t17492,3,TRUE,FALSE,nick,00-Jan-00,1,pastes,,,FALSE,,
898,t17492,3,TRUE,FALSE,bos,00-Jan-00,1,pastes,,,FALSE,,
899,t17492,3,TRUE,FALSE,mrph,00-Jan-00,1,fds,,,FALSE,zebra skull,
900,t17492,3,TRUE,FALSE,hem,00-Jan-00,2,scan,,,FALSE,,
901,t17492,3,TRUE,FALSE,puc,00-Jan-00,3,scan,,,FALSE,,
902,t17492,3,TRUE,FALSE,ali,00-Jan-00,4,scan,,,FALSE,,
903,t17492,3,TRUE,FALSE,ger,00-Jan-00,5,scan,,,FALSE,,
904,t17492,3,TRUE,FALSE,opa,00-Jan-00,6,scan,,,FALSE,,
905,t17492,3,TRUE,FALSE,mrph,00-Jan-00,1,fds,,,FALSE,,
906,t17492,3,TRUE,FALSE,hml,00-Jan-00,2,scan,,,FALSE,,mrph t2 hml
907,t17492,3,TRUE,FALSE,ali,00-Jan-00,3,scan,,,FALSE,,mrph t2 ali
908,t17492,3,TRUE,FALSE,hem,00-Jan-00,4,scan,,,FALSE,,
909,t17492,3,TRUE,FALSE,mali,00-Jan-00,5,scan,,,FALSE,,
910,t17492,3,TRUE,FALSE,puc,00-Jan-00,6,scan,,,FALSE,,
911,t17492,3,TRUE,FALSE,hml,00-Jan-00,7,scan,,,FALSE,,
912,t17492,3,TRUE,FALSE,ldv,00-Jan-00,8,scan,,,FALSE,,
913,t17492,3,TRUE,FALSE,hg,00-Jan-00,9,scan,,,FALSE,,
914,t17492,3,TRUE,FALSE,ger,00-Jan-00,10,scan,,,FALSE,,
915,t17492,3,TRUE,FALSE,dub,00-Jan-00,1,present,ger,,FALSE,,eb gig
916,t5728,3,TRUE,FALSE,pt,00-Jan-00,2,feed,,,FALSE,,
917,t5728,3,TRUE,FALSE,pp,00-Jan-00,3,feeds,,,FALSE,tiny scrap,
918,t6699,3,FALSE,FALSE,sd,00-Jan-00,1,stares,lion,20,FALSE,,
919,t6699,3,FALSE,FALSE,who,00-Jan-00,1,dist,,40,FALSE,,
920,t6699,3,FALSE,FALSE,who,00-Jan-00,1,defacates,,,FALSE,,fecal sample taken
921,t9110.2,3,FALSE,FALSE,jb,00-Jan-00,1,scared out of bush by lion,,,FALSE,,
922,t9110.2,3,FALSE,FALSE,fn,00-Jan-00,2,scared out of bush by lion,,,FALSE,,the two hyenas leave in different directions
923,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
924,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
925,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
926,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
927,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
928,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
929,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
930,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
931,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
932,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
933,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
934,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
935,t9140,3,TRUE,FALSE,,,,,,,FALSE,,
936,t9140,3,TRUE,FALSE,gil,00-Jan-00,1,runs fast,,,FALSE,,response to male lion running in
937,t9140,3,TRUE,FALSE,jab,00-Jan-00,1,runs fast,,40,FALSE,,response to male lion running in
938,t9140,3,TRUE,FALSE,jone,00-Jan-00,1,runs fast,,40,FALSE,,response to male lion running in
939,t9140,3,TRUE,FALSE,rinc,00-Jan-00,1,runs fast,,40,FALSE,,response to male lion running in
940,t9140,3,TRUE,FALSE,rm,00-Jan-00,1,runs fast,,40,FALSE,,response to male lion running in
941,t9140,3,TRUE,FALSE,who,00-Jan-00,1,runs fast,,40,FALSE,,response to male lion running in
942,t9140,3,TRUE,FALSE,who,00-Jan-00,1,dist,,20,FALSE,,
943,t9140,3,TRUE,FALSE,jab,00-Jan-00,2,dist,,20,FALSE,,
944,t9140,3,TRUE,FALSE,gil,00-Jan-00,3,dist,,20,FALSE,,
945,t9140,3,TRUE,FALSE,jone,00-Jan-00,4,dist,,60,FALSE,,
946,t9140,3,TRUE,FALSE,rinc,00-Jan-00,5,dist,,60,FALSE,,
947,t9140,3,TRUE,FALSE,rm,00-Jan-00,6,dist,,60,FALSE,,
948,t9140,3,TRUE,FALSE,jab,00-Jan-00,7,whoops,,,FALSE,,
949,t9140,3,TRUE,FALSE,jab,00-Jan-00,8,whoops,,,FALSE,,one lion grunt btw jab's whoops
950,t9140,3,TRUE,FALSE,who,00-Jan-00,9,whoops (15x),,,FALSE,,this is done with jab
951,t9574,3,TRUE,FALSE,bail,00-Jan-00,1,feeds,,,FALSE,adult wildebeest kill,lioness and hyenas feed together
952,t9574,3,TRUE,FALSE,wald,00-Jan-00,2,feeds,,,FALSE,adult wildebeest kill,lioness and hyenas feed together
953,t9574,3,TRUE,FALSE,mike,00-Jan-00,3,feeds,,,FALSE,adult wildebeest kill,lioness and hyenas feed together
954,t9574,3,TRUE,FALSE,mark,00-Jan-00,4,feeds,,,FALSE,adult wildebeest kill,lioness and hyenas feed together
955,t9574,3,TRUE,FALSE,sy,00-Jan-00,5,feeds,,,FALSE,adult wildebeest kill,lioness and hyenas feed together
956,t9574,3,TRUE,FALSE,bail,00-Jan-00,1,feeds,,,FALSE,adult wildebeest kill,lioness and hyenas feed together
957,t9574,3,TRUE,FALSE,sy,00-Jan-00,2,feeds,,,FALSE,adult wildebeest kill,lioness and hyenas feed together
958,t9574,3,TRUE,FALSE,wald,00-Jan-00,4,feeds,,,FALSE,adult wildebeest kill,lioness and hyenas feed together
959,t9574,3,TRUE,FALSE,mark,00-Jan-00,5,feeds,,,FALSE,adult wildebeest kill,lioness and hyenas feed together
960,t9574,3,TRUE,FALSE,unid,00-Jan-00,1,alarm grumble,,,FALSE,,"don't know why, lion does leave kill afterwards"
961,t10807,3,TRUE,FALSE,zulu,00-Jan-00,1,dist,,100,FALSE,,
962,t10807,3,TRUE,FALSE,alex,00-Jan-00,1,flw lions,,100,FALSE,,
963,t10807,3,TRUE,FALSE,alex,00-Jan-00,2,feed,,,FALSE,leftover pieces (gnu),
964,t10807,3,TRUE,FALSE,mark,00-Jan-00,2,feed,,,FALSE,leftover pieces (gnu),
965,t80249,3,FALSE,FALSE,art,00-Jan-00,1,dist,,20,FALSE,,
966,t80249,3,FALSE,FALSE,art,00-Jan-00,2,scan,,30,FALSE,,another lioness 150m
967,t80249,3,FALSE,FALSE,mork,00-Jan-00,1,dist,,30,FALSE,,another lioness 100 m
968,t80249,3,FALSE,FALSE,hel,00-Jan-00,1,scan,,100,FALSE,,
969,t80249,3,FALSE,FALSE,crms,00-Jan-00,1,scan,,100,FALSE,,
970,t80249,3,FALSE,FALSE,amaz,00-Jan-00,1,scan,,100,FALSE,,
971,t80249,3,FALSE,FALSE,atac,00-Jan-00,1,scan,,100,FALSE,,
972,t80249,3,FALSE,FALSE,pant,00-Jan-00,1,scan,,100,FALSE,,
973,t80249,3,FALSE,FALSE,mork,00-Jan-00,1,scan,,100,FALSE,,
974,t80249,3,FALSE,FALSE,ksmu,00-Jan-00,1,scan,,100,FALSE,,
975,t9118,3,FALSE,FALSE,dj,00-Jan-00,1,dist,,15,FALSE,,
976,t9118,3,FALSE,FALSE,hg,00-Jan-00,1,dist,,15,FALSE,,
977,t9118,3,FALSE,FALSE,tz,00-Jan-00,1,dist,,50,FALSE,,
978,t9118,3,FALSE,FALSE,bsh,00-Jan-00,1,dist,,15,FALSE,,
979,t9118,3,FALSE,FALSE,gil,00-Jan-00,1,dist,,15,FALSE,,
980,t9118,3,FALSE,FALSE,mp,00-Jan-00,1,dist,,15,FALSE,,
981,t9118,3,FALSE,FALSE,dd,00-Jan-00,1,dist,,15,FALSE,,
982,t9118,3,FALSE,FALSE,jab,00-Jan-00,2,run whps brt,,10,FALSE,,
983,t9118,3,FALSE,FALSE,unid1,00-Jan-00,3,whp brt,,,FALSE,,10 sec duration
984,t9118,3,FALSE,FALSE,unid2,00-Jan-00,3,whp brt,,,FALSE,,10 sec duration
985,t9118,3,FALSE,FALSE,unid3,00-Jan-00,3,whp brt,,,FALSE,,10 sec duration
986,t9118,3,FALSE,FALSE,unid4,00-Jan-00,3,whp brt,,,FALSE,,10 sec duration
987,t9118,3,FALSE,FALSE,unid5,00-Jan-00,3,whp brt,,,FALSE,,10 sec duration
988,t9118,3,FALSE,FALSE,unid6,00-Jan-00,3,whp brt,,,FALSE,,10 sec duration
989,t9118,3,FALSE,FALSE,bsh,00-Jan-00,1,runs up snf,"sein, who",,FALSE,,
990,t9118,3,FALSE,FALSE,bb,00-Jan-00,2,pastes,,,FALSE,,
991,t9118,3,FALSE,FALSE,bb,00-Jan-00,3,pastes,,,FALSE,,
992,t9118,3,FALSE,FALSE,gil,00-Jan-00,4,pastes-over,,,FALSE,,
993,t9118,3,FALSE,FALSE,jab,00-Jan-00,5,pastes-over,,,FALSE,,
994,t9118,3,FALSE,FALSE,tz,00-Jan-00,1,so,,,FALSE,,scan
995,t9118,3,FALSE,FALSE,bb,00-Jan-00,1,rolls on grnd,,,FALSE,,
996,t9118,3,FALSE,FALSE,jb,00-Jan-00,1,brt wlk,,,FALSE,,
997,t9118,3,FALSE,FALSE,who,00-Jan-00,1,so,,,FALSE,,scan
998,t9118,3,FALSE,FALSE,bb,00-Jan-00,1,so,,,FALSE,,scan
999,t9118,3,FALSE,FALSE,gil,00-Jan-00,1,so,,,FALSE,,scan
1000,t9118,3,FALSE,FALSE,tz,00-Jan-00,1,so,,30,FALSE,,scan
1001,t9118,3,FALSE,FALSE,bail,00-Jan-00,1,so,,,FALSE,,scan
1002,t9118,3,FALSE,FALSE,bsh,00-Jan-00,1,so,,,FALSE,,scan
