ID,Session,note_quality,food_present,no_intx_yes_no,Hyena,Time,Order,Behavior,Target,Distance,Leader Y/N?,Food,Notes
12433,S20903,3,TRUE,FALSE,wawa,00-Jan-00,1,scan,,55,FALSE,,
12434,S20903,3,TRUE,FALSE,ando,00-Jan-00,1,scan,,55,FALSE,,
12435,S20903,3,TRUE,FALSE,al1068,00-Jan-00,1,scan,,60,FALSE,,
12437,S3177,3,TRUE,FALSE,lcs,00-Jan-00,1,fd,,,FALSE,gnu carcass,
12438,S3177,3,TRUE,FALSE,lcs,00-Jan-00,2,eb bo,,,FALSE,,in response to 3 subadult lions chasing & stops fd
12439,S2798,3,FALSE,FALSE,joni,00-Jan-00,1,scan,,4,FALSE,,
12440,S2798,3,FALSE,FALSE,shrm,00-Jan-00,1,scan,,4,FALSE,,
12441,S2798,3,FALSE,FALSE,UNID,00-Jan-00,1,scan,,4,FALSE,,
12442,S2798,3,FALSE,FALSE,hkr,00-Jan-00,1,scan,,4,FALSE,,
12443,S3672,2,TRUE,FALSE,Rstr,00-Jan-00,1,scan,,60,FALSE,,
12444,S2798,3,FALSE,FALSE,joni,00-Jan-00,2,brt soc snf,,,TRUE,,
12445,S2798,3,FALSE,FALSE,shrm,00-Jan-00,2,brt soc snf,,,TRUE,,
12446,S2798,3,FALSE,FALSE,joni,00-Jan-00,1,brt soc snf,,,FALSE,,
12447,S2798,3,FALSE,FALSE,hkr,00-Jan-00,1,brt soc snf,,,FALSE,,
12448,S2798,3,FALSE,FALSE,shrm,00-Jan-00,1,brt soc snf,,,FALSE,,
12449,S3672,2,TRUE,FALSE,UNIDA,00-Jan-00,1,scan,,35,FALSE,,
12450,S3672,2,TRUE,FALSE,UNIDB,00-Jan-00,1,bo,,,FALSE,,"lioness t2 chase (food) UNIDB UNIDC mtn, bo"
12451,S3672,2,TRUE,FALSE,UNIDC,00-Jan-00,1,bo,,,FALSE,,"lioness t2 chase (food) UNIDB UNIDC mtn, bo"
12452,S3672,2,TRUE,FALSE,mtn,00-Jan-00,1,bo,,,FALSE,,"lioness t2 chase (food) UNIDB UNIDC mtn, bo"
12453,S3672,2,TRUE,FALSE,mtn,00-Jan-00,1,scan,,12-75,FALSE,,
12454,S3672,2,TRUE,FALSE,unidc,00-Jan-00,1,scan,,15-72,FALSE,,
12455,S3672,2,TRUE,FALSE,UNIDA,00-Jan-00,1,scan,,35,FALSE,,
12456,S3179,3,TRUE,FALSE,lcs,00-Jan-00,1,mob whoop,,,FALSE,,3 subadult lions bo stop fd carcass
12457,S3179,3,TRUE,FALSE,angi,00-Jan-00,1,mob whoop,,,FALSE,,3 subadult lions bo stop fd carcass
12458,S3179,3,TRUE,FALSE,lgo,00-Jan-00,1,mob whoop,,,FALSE,,3 subadult lions bo stop fd carcass
12459,S3179,3,TRUE,FALSE,glg,00-Jan-00,1,mob whoop,,,FALSE,,3 subadult lions bo stop fd carcass
12460,S3179,3,TRUE,FALSE,ele,00-Jan-00,1,mob whoop,,,FALSE,,3 subadult lions bo stop fd carcass
12461,S3179,3,TRUE,FALSE,ele,00-Jan-00,2,brt fd,,,FALSE,carcass,
12462,S3179,3,TRUE,FALSE,angi,00-Jan-00,3,brt fd,,,FALSE,carcass,
12463,S3179,3,TRUE,FALSE,lcs,00-Jan-00,4,brt fd,,,FALSE,carcass,
12464,S6325,3,FALSE,FALSE,UNID1,00-Jan-00,1,bo,,,FALSE,,"lead lion chases 2 unID hyenas, and stops pursuit"
12465,S6325,3,FALSE,FALSE,UNID2,00-Jan-00,1,bo,,,FALSE,,"lead lion chases 2 unID hyenas, and stops pursuit"
12466,S6325,3,FALSE,FALSE,Gloc,00-Jan-00,1,paste,,,TRUE,,
12467,S6325,3,FALSE,FALSE,gloc,00-Jan-00,2,paste,,,TRUE,,
12468,S6325,3,FALSE,FALSE,gloc,00-Jan-00,3,paste,,,TRUE,,
12469,S6325,3,FALSE,FALSE,gloc,00-Jan-00,1,paste,,,TRUE,,
12470,S6325,3,FALSE,FALSE,gloc,00-Jan-00,2,paste,,,TRUE,,
12471,S6325,3,FALSE,FALSE,UNIDcub1,00-Jan-00,1,bo,,,FALSE,,"""adult male lion1 lope app unIDcub1, bo oos D"
12472,S3834,2,FALSE,FALSE,mmth,00-Jan-00,1,scan,,200,FALSE,,
12473,S3834,2,FALSE,FALSE,badg,00-Jan-00,1,brt whp,,,FALSE,,
12474,S3834,2,FALSE,FALSE,badg,00-Jan-00,1,brt soc snf,,,FALSE,,
12475,S3834,2,FALSE,FALSE,pro,00-Jan-00,1,brt soc snf,,,FALSE,,
12476,S3834,2,FALSE,FALSE,clov,00-Jan-00,1,brt soc snf,,,FALSE,,
12477,S3834,2,FALSE,FALSE,badg,00-Jan-00,2,paste,,,TRUE,,
12478,S3834,2,FALSE,FALSE,clov,00-Jan-00,1,paste,,,TRUE,,
12479,S3834,2,FALSE,FALSE,chut,00-Jan-00,1,paste,,,TRUE,,
12480,S3834,2,FALSE,FALSE,jmsn,00-Jan-00,1,whp,,,FALSE,,
12481,S3834,2,FALSE,FALSE,grim,00-Jan-00,2,paste,,,TRUE,,
12482,S3834,2,FALSE,FALSE,clov,00-Jan-00,1,paste ov,grim,,FALSE,,
12483,S3834,2,FALSE,FALSE,badg,00-Jan-00,1,whp,,,FALSE,,
12484,S3834,2,FALSE,FALSE,grim,00-Jan-00,2,mob,,,FALSE,,lion ignores
12485,S3834,2,FALSE,FALSE,clov,00-Jan-00,2,mob,,,FALSE,,lion ignores
12486,S3834,2,FALSE,FALSE,badg,00-Jan-00,2,mob,,,FALSE,,lion ignores
12487,S3834,2,FALSE,FALSE,slin,00-Jan-00,2,mob,,,FALSE,,lion ignores
12488,S3834,2,FALSE,FALSE,badg,00-Jan-00,1,mob gig,,,FALSE,,lion ignores
12489,S3834,2,FALSE,FALSE,grim,00-Jan-00,1,mob gig,,,FALSE,,lion ignores
12490,S3834,2,FALSE,FALSE,clov,00-Jan-00,1,mob gig,,,FALSE,,lion ignores
12491,S3834,2,FALSE,FALSE,slin,00-Jan-00,1,mob gig,,,FALSE,,lion ignores
12492,S3834,2,FALSE,FALSE,grim,00-Jan-00,2,mob,,,FALSE,,lion ignores
12493,S3834,2,FALSE,FALSE,clov,00-Jan-00,2,mob,,,FALSE,,lion ignores
12494,S3834,2,FALSE,FALSE,badg,00-Jan-00,2,mob,,,FALSE,,lion ignores
12495,S3834,2,FALSE,FALSE,slin,00-Jan-00,2,mob,,,FALSE,,lion ignores
12496,S3834,2,FALSE,FALSE,badg,00-Jan-00,1,mob gig,,,FALSE,,lion ignores
12497,S3834,2,FALSE,FALSE,pro,00-Jan-00,1,mob gig,,,FALSE,,lion ignores
12498,S3834,2,FALSE,FALSE,grim,00-Jan-00,1,mob gig,,,FALSE,,lion ignores
12499,S3834,2,FALSE,FALSE,chut,00-Jan-00,2,paste,,,TRUE,,
12500,S3834,2,FALSE,FALSE,grim,00-Jan-00,1,scan,,15,FALSE,,
12501,S3834,2,FALSE,FALSE,chg,00-Jan-00,1,scan,,15,FALSE,,
12502,S3834,2,FALSE,FALSE,pro,00-Jan-00,1,scan,,20,FALSE,,
12503,S3834,2,FALSE,FALSE,badg,00-Jan-00,1,scan,,20,FALSE,,
12504,S3834,2,FALSE,FALSE,chut,00-Jan-00,1,scan,,25,FALSE,,
12505,S3834,2,FALSE,FALSE,slin,00-Jan-00,1,scan,,30,FALSE,,
12506,S3834,2,FALSE,FALSE,clov,00-Jan-00,1,scan,,25,FALSE,,
12507,S5803,2,TRUE,FALSE,SLIN,00-Jan-00,1,brt whoop,,5,FALSE,,
12508,S3834,2,FALSE,FALSE,java,00-Jan-00,1,scan,,12,FALSE,,
12509,S3834,2,FALSE,FALSE,badg,00-Jan-00,1,paste,,,TRUE,,
12510,S3834,2,FALSE,FALSE,chg,00-Jan-00,1,whp,,,FALSE,,
12511,S3834,2,FALSE,FALSE,bor,00-Jan-00,1,scan,,12,FALSE,,
12512,S5803,2,TRUE,FALSE,badg,00-Jan-00,1,brt app displ,lioness,,FALSE,,off of carcass
12513,S3834,2,FALSE,FALSE,slin,00-Jan-00,1,scan,,12,FALSE,,
12514,S3834,2,FALSE,FALSE,grim,00-Jan-00,1,scan,,12,FALSE,,
12515,S3834,2,FALSE,FALSE,clov,00-Jan-00,1,scan,,12,FALSE,,
12516,S3834,2,FALSE,FALSE,chut,00-Jan-00,1,scan,,12,FALSE,,
12517,S3834,2,FALSE,FALSE,badg,00-Jan-00,1,scan,,70,FALSE,,
12518,S3834,2,FALSE,FALSE,chg,00-Jan-00,1,scan,,10,FALSE,,
12519,S3834,2,FALSE,FALSE,mmth,00-Jan-00,1,scan,,100,FALSE,,mmth/hnbl
12520,S5803,2,TRUE,FALSE,badg,00-Jan-00,2,fd,,,FALSE,zebra carcass,
12521,S5803,2,TRUE,FALSE,veni,00-Jan-00,3,brt app,carcass,,FALSE,,
12522,S3834,2,FALSE,FALSE,jd,00-Jan-00,1,scan,,201,FALSE,,
12523,S5803,2,TRUE,FALSE,veni,00-Jan-00,4,fd,,,FALSE,zebra carass,
12524,S5803,2,TRUE,FALSE,UNID1,00-Jan-00,5,fd,,,FALSE,zebra carcass,"""brt start fd carcass"""
12525,S3834,2,FALSE,FALSE,chut,00-Jan-00,1,paste,,,TRUE,,
12526,S5803,2,TRUE,FALSE,UNID2,00-Jan-00,6,fd,,,FALSE,zebra carcass,"""brt start fd carcass"""
12527,S3834,2,FALSE,FALSE,badg,00-Jan-00,1,paste,,,TRUE,,
12528,S3834,2,FALSE,FALSE,jmsn,00-Jan-00,1,dist,,20,FALSE,,jd/jmsn
12529,S5803,2,TRUE,FALSE,slin,00-Jan-00,7,fd,,,FALSE,zebra carcass,"""brt start fd carcass"""
12530,S5803,2,TRUE,FALSE,taj,00-Jan-00,8,fd,,,FALSE,zebra carcass,"""brt start fd carcass"""
12531,S5803,2,TRUE,FALSE,slin,00-Jan-00,9,fd,,,FALSE,zebra carcass,"after he stop feeding and brt t2 lunge (fd) Veni,"
12532,S5803,2,TRUE,FALSE,veni,00-Jan-00,10,fd,,,FALSE,zebra carcass,
12533,S5803,2,TRUE,FALSE,UNID3,00-Jan-00,11,fd,,,FALSE,zebra scrao,
12534,S3834,2,FALSE,FALSE,spdr,00-Jan-00,1,scan,,30,FALSE,,
12535,S3834,2,FALSE,FALSE,grim,00-Jan-00,1,scan,,22,FALSE,,
12536,S3834,2,FALSE,FALSE,slin,00-Jan-00,1,scan,,23,FALSE,,
12537,S3834,2,FALSE,FALSE,bor,00-Jan-00,1,scan,,200,FALSE,,
12538,S3834,2,FALSE,FALSE,jd,00-Jan-00,1,scan,,201,FALSE,,
12539,S5803,2,TRUE,FALSE,slin,00-Jan-00,12,fd,,,FALSE,zebra carcass,
12540,S5803,2,TRUE,FALSE,veni,00-Jan-00,13,fd,,,FALSE,zebra carcass,
12541,S3834,2,FALSE,FALSE,grim,00-Jan-00,1,scan,,22,FALSE,,
12542,S3834,2,FALSE,FALSE,slin,00-Jan-00,1,scan,,23,FALSE,,
12543,S3834,2,FALSE,FALSE,bor,00-Jan-00,1,scan,,200,FALSE,,
12544,S3834,2,FALSE,FALSE,jd,00-Jan-00,1,scan,,201,FALSE,,
12545,S5803,2,TRUE,FALSE,tbsc,00-Jan-00,1,fd,,,FALSE,zebra carcass,
12546,S3834,2,FALSE,FALSE,spdr,00-Jan-00,1,scan,,35,FALSE,,
12547,S5803,2,TRUE,FALSE,pala,00-Jan-00,2,fd,,,FALSE,zebra carcass,
12548,S5803,2,TRUE,FALSE,tbsc,00-Jan-00,3,fd,,,FALSE,zebra carcass,
12549,S5803,2,TRUE,FALSE,jigs,00-Jan-00,4,fd,,,FALSE,zebra carcass,
12550,S5803,2,TRUE,FALSE,jigs,00-Jan-00,1,fd,,,FALSE,zebra carcass,
12551,S5803,2,TRUE,FALSE,slin,00-Jan-00,1,fd,,,FALSE,zebra carcass,
12552,S5803,2,TRUE,FALSE,pala,00-Jan-00,1,fd,,,FALSE,zebra carcass,
12553,S5803,2,TRUE,FALSE,sqr,00-Jan-00,1,fd,,,FALSE,zebra carcass,
12554,S5803,2,TRUE,FALSE,rh,00-Jan-00,1,fd,,,FALSE,zebra carcass,
12555,S5803,2,TRUE,FALSE,brph,00-Jan-00,2,fd,,,FALSE,zebra carcass,
12556,S5803,2,TRUE,FALSE,jly,00-Jan-00,3,fd,,,FALSE,zebra carcass,
12557,S5434,3,TRUE,FALSE,jmsn,00-Jan-00,1,mob,,,FALSE,,unprovoked
12558,S5434,3,TRUE,FALSE,jd,00-Jan-00,1,mob,,,FALSE,,unprovoked
12559,S5434,3,TRUE,FALSE,dee,00-Jan-00,1,mob,,,FALSE,,unprovoked
12560,S5434,3,TRUE,FALSE,jmsn,00-Jan-00,2,mob,,,FALSE,,unprovoked
12561,S5434,3,TRUE,FALSE,jd,00-Jan-00,2,mob,,,FALSE,,unprovoked
12562,S5434,3,TRUE,FALSE,dee,00-Jan-00,2,mob,,,FALSE,,unprovoked
12563,S5434,3,TRUE,FALSE,badg,00-Jan-00,2,mob,,,FALSE,,unprovoked
12564,S5434,3,TRUE,FALSE,thy,00-Jan-00,2,mob,,,FALSE,,unprovoked
12565,S5434,3,TRUE,FALSE,taj,00-Jan-00,2,mob,,,FALSE,,unprovoked
12566,S5434,3,TRUE,FALSE,pala,00-Jan-00,2,mob,,,FALSE,,unprovoked
12567,S5434,3,TRUE,FALSE,unid,00-Jan-00,2,mob,,,FALSE,,unprovoked
12568,S6220,3,TRUE,FALSE,krst,00-Jan-00,1,scan,,,FALSE,scrap,
12569,S3834,2,FALSE,FALSE,hnbl,00-Jan-00,1,scan,,100,FALSE,,mmth/hnbl
12570,S6220,3,TRUE,FALSE,trex,00-Jan-00,1,brt soc snf,,,FALSE,,
12571,S6220,3,TRUE,FALSE,sana,00-Jan-00,1,brt soc snf,,,FALSE,,
12572,S6220,3,TRUE,FALSE,sana,00-Jan-00,1,brt app,,,FALSE,,
12573,S6220,3,TRUE,FALSE,trex,00-Jan-00,1,brt app,,,FALSE,,
12574,S6220,3,TRUE,FALSE,sana,00-Jan-00,2,brt soc snf,,,FALSE,,
12575,S6220,3,TRUE,FALSE,trex,00-Jan-00,2,brt soc snf,,,FALSE,,
12576,S6220,3,TRUE,FALSE,sana,00-Jan-00,1,brt soc snf,,,FALSE,,
12577,S6220,3,TRUE,FALSE,trex,00-Jan-00,1,brt soc snf,,,FALSE,,
12578,S6220,3,TRUE,FALSE,trex,00-Jan-00,1,dist,,10,FALSE,,app by lioness
12579,S6220,3,TRUE,FALSE,trex,00-Jan-00,2,eb be gig,,,FALSE,,chased by lioness
12580,S16358,3,TRUE,FALSE,ando,00-Jan-00,4,dist,,10,FALSE,,
12581,S20536,2,TRUE,FALSE,star,00-Jan-00,1,bo,,,FALSE,,lioness chases
12582,S20536,2,TRUE,FALSE,nali,00-Jan-00,1,bo,,,FALSE,,lioness chases
12583,S20536,2,TRUE,FALSE,tylr,00-Jan-00,1,bo,,,FALSE,,lioness chases
12584,S20536,2,TRUE,FALSE,snug,00-Jan-00,1,bo,,,FALSE,,lioness chases
12585,S20536,2,TRUE,FALSE,pala,00-Jan-00,1,bo,,,FALSE,,lioness chases
12586,S20536,2,TRUE,FALSE,bsct,00-Jan-00,1,bo,,,FALSE,,lioness chases
12587,S20536,2,TRUE,FALSE,UNIDsouth1,00-Jan-00,1,bo,,,FALSE,,lioness chases
12588,S20536,2,TRUE,FALSE,nali,00-Jan-00,2,fd,,,FALSE,zebra carcass,
12589,S20536,2,TRUE,FALSE,star,00-Jan-00,2,fd,,,FALSE,zebra carcass,
12590,S20536,2,TRUE,FALSE,tylr,00-Jan-00,2,fd,,,FALSE,zebra carcass,
12591,S20536,2,TRUE,FALSE,snug,00-Jan-00,2,fd,,,FALSE,zebra carcass,
12592,S20536,2,TRUE,FALSE,pala,00-Jan-00,2,fd,,,FALSE,zebra carcass,
12593,S20536,2,TRUE,FALSE,UNIDsouth1,00-Jan-00,2,fd,,,FALSE,zebra carcass,
12594,S2058,3,FALSE,FALSE,unid,00-Jan-00,1,groan,,,FALSE,,
12595,s0.12,1,TRUE,FALSE,ave,00-Jan-00,0,scan,lion,100,FALSE,,
12596,S11279,3,TRUE,FALSE,wafl,00-Jan-00,1,brt parallel wlk,,,FALSE,,
12597,S11279,3,TRUE,FALSE,shrm,00-Jan-00,1,brt parallel wlk,,,FALSE,,
12598,S11279,3,TRUE,FALSE,wafl,00-Jan-00,1,brt parallel wlk,,,FALSE,,
12599,S11279,3,TRUE,FALSE,shrm,00-Jan-00,1,brt parallel wlk,,,FALSE,,
12600,S11279,3,TRUE,FALSE,wafl,00-Jan-00,2,brt soc snf spot,,,FALSE,,
12601,S11279,3,TRUE,FALSE,shrm,00-Jan-00,2,brt soc snf spot,,,FALSE,,
12602,S11279,3,TRUE,FALSE,shrm,00-Jan-00,1,brt soc snf spot,,,FALSE,,
12603,S11279,3,TRUE,FALSE,wafl,00-Jan-00,1,brt soc snf spot,,,FALSE,,
12604,S11279,3,TRUE,FALSE,ratc,00-Jan-00,1,scan,,70,FALSE,,
12605,S11279,3,TRUE,FALSE,tero,00-Jan-00,1,scan,,70,FALSE,,
12606,S11279,3,TRUE,FALSE,angi,00-Jan-00,1,scan,,70,FALSE,,
12607,S11279,3,TRUE,FALSE,hkr,00-Jan-00,1,scan,,70,FALSE,,
12608,S11279,3,TRUE,FALSE,wafl,00-Jan-00,1,brt soc snf spot,,100,FALSE,,
12609,S11279,3,TRUE,FALSE,shrm,00-Jan-00,1,brt soc snf spot,,100,FALSE,,
12610,S11279,3,TRUE,FALSE,lpr,00-Jan-00,1,scan,,130,FALSE,,
12611,S11279,3,TRUE,FALSE,tero,00-Jan-00,1,scan,,60,FALSE,,
12612,S11279,3,TRUE,FALSE,ratc,00-Jan-00,1,scan,,70,FALSE,,
12613,S11279,3,TRUE,FALSE,angi,00-Jan-00,1,scan,,72,FALSE,,
12614,S11279,3,TRUE,FALSE,shrm,00-Jan-00,1,scan,,75,FALSE,,
12615,S11279,3,TRUE,FALSE,wafl,00-Jan-00,1,scan,,80,FALSE,,
12616,S11279,3,TRUE,FALSE,hkr,00-Jan-00,1,scan,,80,FALSE,,
12617,S11279,3,TRUE,FALSE,lpr,00-Jan-00,1,fd,,100,FALSE,wildebeast bone,
12618,S11279,3,TRUE,FALSE,wafl,00-Jan-00,1,brt soc snf spot,,,FALSE,,
12619,S11279,3,TRUE,FALSE,shrm,00-Jan-00,1,brt soc snf spot,,,FALSE,,
12620,S11279,3,TRUE,FALSE,wafl,00-Jan-00,2,brt parallel wlk,,,FALSE,,
12621,S11279,3,TRUE,FALSE,hkr,00-Jan-00,2,brt parallel wlk,,,FALSE,,
12622,S11279,3,TRUE,FALSE,wafl,00-Jan-00,3,brt parallel wlk,,,FALSE,,
12623,S11279,3,TRUE,FALSE,angi,00-Jan-00,3,brt parallel wlk,,,FALSE,,
12624,S11279,3,TRUE,FALSE,hkr,00-Jan-00,3,brt parallel wlk,,,FALSE,,
12625,S11279,3,TRUE,FALSE,hkr,00-Jan-00,4,brt soc snf,,,FALSE,,
12626,S11279,3,TRUE,FALSE,wafl,00-Jan-00,4,brt soc snf,,,FALSE,,
12627,S11279,3,TRUE,FALSE,shrm,00-Jan-00,4,brt soc snf,,,FALSE,,
12628,S11279,3,TRUE,FALSE,angi,00-Jan-00,4,brt soc snf,,,FALSE,,
12629,S11279,3,TRUE,FALSE,hkr,00-Jan-00,5,mob,,70,FALSE,,"""app-70m- Lions"""
12630,S11279,3,TRUE,FALSE,wafl,00-Jan-00,5,mob,,70,FALSE,,"""app-70m- Lions"""
12631,S11279,3,TRUE,FALSE,shrm,00-Jan-00,5,mob,,70,FALSE,,"""app-70m- Lions"""
12632,S11279,3,TRUE,FALSE,angi,00-Jan-00,5,mob,,70,FALSE,,"""app-70m- Lions"""
12633,S11279,3,TRUE,FALSE,hkr,00-Jan-00,1,scan,,70,FALSE,,
12634,S11279,3,TRUE,FALSE,wafl,00-Jan-00,1,scan,,70,FALSE,,
12635,S11279,3,TRUE,FALSE,shrm,00-Jan-00,1,scan,,70,FALSE,,
12636,S11279,3,TRUE,FALSE,angi,00-Jan-00,1,scan,,70,FALSE,,
12637,S11279,3,TRUE,FALSE,tero,00-Jan-00,1,scan,,75,FALSE,,
12638,S11279,3,TRUE,FALSE,ratc,00-Jan-00,1,scan,,80,FALSE,,
12639,S11279,3,TRUE,FALSE,lpr,00-Jan-00,1,fd,,100,FALSE,wildebeast bone,
12640,S11279,3,TRUE,FALSE,lady,00-Jan-00,1,fd,,,FALSE,wildebeast bone,- this is the sames bone LPR is feeding on.
12641,S11279,3,TRUE,FALSE,shrm,00-Jan-00,1,scan,,60,FALSE,,
12642,S11279,3,TRUE,FALSE,angi,00-Jan-00,1,scan,,61,FALSE,,
12643,S11279,3,TRUE,FALSE,ratc,00-Jan-00,1,scan,,63,FALSE,,
12644,S11279,3,TRUE,FALSE,hkr,00-Jan-00,1,scan,,70,FALSE,,
12645,S11279,3,TRUE,FALSE,wafl,00-Jan-00,1,scan,,70,FALSE,,
12646,S11279,3,TRUE,FALSE,lpr,00-Jan-00,1,scan,,100,FALSE,,
12647,S11279,3,TRUE,FALSE,tero,00-Jan-00,1,scan,,100,FALSE,,
12648,S11279,3,TRUE,FALSE,lady,00-Jan-00,1,fd,,100,FALSE,bone,
12649,S11279,3,TRUE,FALSE,tero,00-Jan-00,1,fd,,,FALSE,bone,
12650,S11279,3,TRUE,FALSE,shrm,00-Jan-00,1,scan,,100,FALSE,,
12651,S11279,3,TRUE,FALSE,ratc,00-Jan-00,1,scan,,100,FALSE,,
12652,S11279,3,TRUE,FALSE,lady,00-Jan-00,1,scan,,100,FALSE,,
12653,S11279,3,TRUE,FALSE,hkr,00-Jan-00,1,scan,,100,FALSE,,
12654,S11279,3,TRUE,FALSE,angi,00-Jan-00,1,scan,,100,FALSE,,
12655,S11279,3,TRUE,FALSE,lpr,00-Jan-00,1,scan,,100,FALSE,,
12656,S11279,3,TRUE,FALSE,wafl,00-Jan-00,1,scan,,100,FALSE,,
12657,S11279,3,TRUE,FALSE,shrm,00-Jan-00,1,mob,,60,FALSE,,"""coal brt app-60m Lions"""
12658,S11279,3,TRUE,FALSE,pnda,00-Jan-00,1,mob,,60,FALSE,,"""coal brt app-60m Lions"""
12659,S11279,3,TRUE,FALSE,angi,00-Jan-00,1,mob,,60,FALSE,,"""coal brt app-60m Lions"""
12660,S11279,3,TRUE,FALSE,wafl,00-Jan-00,1,mob,,60,FALSE,,"""coal brt app-60m Lions"""
12661,S11279,3,TRUE,FALSE,lady,00-Jan-00,2,mob,,60,FALSE,,"""join app"""
12662,S11279,3,TRUE,FALSE,hkr,00-Jan-00,2,mob,,60,FALSE,,"""join app"""
12663,S11279,3,TRUE,FALSE,pnda,00-Jan-00,3,mob,,50,TRUE,,"""brt app"""
12664,S11279,3,TRUE,FALSE,shrm,00-Jan-00,4,mob,,55,FALSE,,"""brt flw 5m- pnda"""
12665,S11279,3,TRUE,FALSE,wafl,00-Jan-00,5,mob,,55,FALSE,,"""brt flw 5m- pnda"""
12666,S3179,3,TRUE,FALSE,lcs,00-Jan-00,1,scan,,50,FALSE,,
12667,S3179,3,TRUE,FALSE,angi,00-Jan-00,1,scan,,100,FALSE,,
12668,S3179,3,TRUE,FALSE,lgo,00-Jan-00,1,scan,,100,FALSE,,
12669,S3179,3,TRUE,FALSE,glg,00-Jan-00,1,scan,,100,FALSE,,
12670,S3179,3,TRUE,FALSE,ele,00-Jan-00,1,scan,,100,FALSE,,
12671,S20536,2,TRUE,FALSE,bsct,00-Jan-00,3,carry fd,,,FALSE,zebra carcass,
12672,S20536,2,TRUE,FALSE,lady,00-Jan-00,4,whoop,,,FALSE,,
12673,S20536,2,TRUE,FALSE,star,00-Jan-00,1,bo,,,FALSE,,after lion emerges from thicket
12674,S20536,2,TRUE,FALSE,pala,00-Jan-00,1,bo,,,FALSE,,after lion emerges from thicket
12675,S20536,2,TRUE,FALSE,snug,00-Jan-00,1,bo,,,FALSE,,after lion emerges from thicket
12676,S20536,2,TRUE,FALSE,bsct,00-Jan-00,1,bo,,,FALSE,,after lion emerges from thicket
12677,S20536,2,TRUE,FALSE,tylr,00-Jan-00,1,bo,,,FALSE,,after lion emerges from thicket
12678,S20536,2,TRUE,FALSE,Nali,00-Jan-00,2,whoop x12,,,FALSE,,
12679,S20536,2,TRUE,FALSE,star,00-Jan-00,3,fd carcass,,,FALSE,zebra carcass,
12680,S20536,2,TRUE,FALSE,pala,00-Jan-00,3,fd carcass,,,FALSE,zebra carcass,
12681,S20536,2,TRUE,FALSE,snug,00-Jan-00,3,fd carcass,,,FALSE,zebra carcass,
12682,S20536,2,TRUE,FALSE,bsct,00-Jan-00,3,fd carcass,,,FALSE,zebra carcass,
12683,S20536,2,TRUE,FALSE,tylr,00-Jan-00,3,fd carcass,,,FALSE,zebra carcass,
12684,S16012,2,TRUE,FALSE,erem,00-Jan-00,2,mob,,15,FALSE,,brt 2 chase (fd) lionness
12685,S16012,2,TRUE,FALSE,boom,00-Jan-00,2,mob,,15,FALSE,,
12686,S16012,2,TRUE,FALSE,snap,00-Jan-00,2,mob,,5,FALSE,,
12687,S16012,2,TRUE,FALSE,clay,00-Jan-00,3,stl fd,,,FALSE,topi carcass,
12688,S16012,2,TRUE,FALSE,chak,00-Jan-00,1,fd,,,FALSE,topi carcass,
12689,S16012,2,TRUE,FALSE,pike,00-Jan-00,1,alarm rumbles,,,FALSE,,
12690,S16012,2,TRUE,FALSE,pike,00-Jan-00,3,fd,,,FALSE,topi carcass,
12691,S16012,2,TRUE,FALSE,chak,00-Jan-00,4,fd brt squeal,,,FALSE,top carcass,
12692,S16012,2,TRUE,FALSE,UNIDS,00-Jan-00,2,bo,,,FALSE,,scatter after PIKE alarm rumbles
12693,S16012,2,TRUE,FALSE,boom,00-Jan-00,1,fd,,,FALSE,scattered topi scraps,
12694,S16012,2,TRUE,FALSE,erem,00-Jan-00,1,fd,,,FALSE,scattered topi scraps,
12695,S16012,2,TRUE,FALSE,euch,00-Jan-00,1,fd,,,FALSE,scattered topi scraps,
12696,S16012,2,TRUE,FALSE,snap,00-Jan-00,1,fd,,,FALSE,scattered topi scraps,
12697,S16012,2,TRUE,FALSE,dawa,00-Jan-00,1,fd,,,FALSE,scattered topi scraps,
12698,S16012,2,TRUE,FALSE,dawa,00-Jan-00,1,cc squeal,,,FALSE,,
12699,S5803,2,TRUE,FALSE,jigs,00-Jan-00,1,fd,,,FALSE,zebra carcass,
12700,S5803,2,TRUE,FALSE,jly,00-Jan-00,1,fd,,,FALSE,zebra carcass,
12701,S5803,2,TRUE,FALSE,sqr,00-Jan-00,1,whoop,,,FALSE,,
12702,S5803,2,TRUE,FALSE,pala,00-Jan-00,1,fd,,,FALSE,zebra scrap,
12703,S5803,2,TRUE,FALSE,slin,00-Jan-00,1,fd,,,FALSE,zebra scrap,
12704,S5803,2,TRUE,FALSE,duo,00-Jan-00,1,brt app,lion,,FALSE,,lion lk at DUO in response
12705,S5803,2,TRUE,FALSE,duo,00-Jan-00,2,bo,,,FALSE,,
12706,S5803,2,TRUE,FALSE,slin,00-Jan-00,3,carry fd brt t2 chase,lion,,FALSE,,lion bo
12710,S12196,2,FALSE,FALSE,Pike,00-Jan-00,1,dist,,60,FALSE,,
12711,S12196,2,FALSE,FALSE,erem,00-Jan-00,1,dist,,80,FALSE,,
12712,S12196,2,FALSE,FALSE,arba,00-Jan-00,1,dist,,80,FALSE,,
12713,S12196,2,FALSE,FALSE,malo,00-Jan-00,1,dist,,90,FALSE,,
12714,S12196,2,FALSE,FALSE,jazz,00-Jan-00,1,dist,,110,FALSE,,
