"clan","session","location","date","start","stop","no_intx_yes_no"
"talek","t27425","k",2001-05-27,2018-01-01 06:46:00,2018-01-01 08:06:00,FALSE
"talek","t27743","o",2001-06-12,2018-01-01 08:03:00,2018-01-01 08:08:00,TRUE
"talek","t27770","k",2001-06-13,2018-01-01 07:24:00,2018-01-01 07:37:00,FALSE
"talek","t27824","o",2001-06-15,2018-01-01 05:51:00,2018-01-01 06:00:00,FALSE
"talek","t27847","o",2001-06-15,2018-01-01 19:04:00,2018-01-01 19:09:00,TRUE
"talek","t27947","o",2001-06-21,2018-01-01 06:19:00,2018-01-01 06:24:00,TRUE
"talek","t28037","k",2001-06-26,2018-01-01 06:54:00,2018-01-01 08:27:00,FALSE
"talek","t28126","k",2001-07-03,2018-01-01 06:01:00,2018-01-01 06:55:00,FALSE
"talek","t28215","o",2001-07-09,2018-01-01 06:55:00,2018-01-01 07:00:00,TRUE
"talek","t28354","k",2001-07-24,2018-01-01 06:22:00,2018-01-01 07:17:00,FALSE
"talek","t28506","k",2001-08-01,2018-01-01 19:47:00,2018-01-01 20:36:00,FALSE
"talek","t28662","k",2001-08-19,2018-01-01 05:51:00,2018-01-01 06:50:00,TRUE
"talek","t28843","o",2001-08-29,2018-01-01 07:20:00,2018-01-01 07:28:00,TRUE
"talek","t28870","d",2001-08-31,2018-01-01 05:45:00,2018-01-01 06:25:00,FALSE
"talek","t290.5","d",1988-12-29,2018-01-01 07:10:00,2018-01-01 07:15:00,TRUE
"talek","t29087","o",2001-09-16,2018-01-01 07:40:00,2018-01-01 07:45:00,TRUE
"talek","t29174","k",2001-09-20,2018-01-01 07:02:00,2018-01-01 07:07:00,TRUE
"talek","t29177","k",2001-09-20,2018-01-01 07:56:00,2018-01-01 09:01:00,FALSE
"talek","t29615","k",2001-10-26,2018-01-01 06:25:00,2018-01-01 06:30:00,TRUE
"talek","t29720","k",2001-11-03,2018-01-01 06:51:00,2018-01-01 06:56:00,FALSE
"talek","t29724","o",2001-11-03,2018-01-01 07:21:00,2018-01-01 07:40:00,TRUE
"talek","t29853","k",2001-11-10,2018-01-01 18:28:00,2018-01-01 18:40:00,TRUE
"talek","t29863","o",2001-11-11,2018-01-01 06:29:00,2018-01-01 06:45:00,TRUE
"talek","t29936","o",2001-11-17,2018-01-01 06:42:00,2018-01-01 07:07:00,FALSE
"talek","t29940","k",2001-11-17,2018-01-01 07:53:00,2018-01-01 08:13:00,FALSE
"talek","t3001","k",1992-06-14,2018-01-01 17:03:00,2018-01-01 18:16:00,FALSE
"talek","t3002","o",1992-06-15,2018-01-01 07:08:00,2018-01-01 07:24:00,TRUE
"talek","t3005","d",1992-06-16,2018-01-01 06:20:00,2018-01-01 07:39:00,FALSE
"talek","t3006","d",1992-06-16,2018-01-01 16:20:00,2018-01-01 18:07:00,FALSE
"talek","t3025","o",1992-07-11,2018-01-01 06:58:00,2018-01-01 07:36:00,TRUE
"talek","t30255","k",2001-12-01,2018-01-01 18:45:00,2018-01-01 19:31:00,FALSE
"talek","t3040","k",1992-07-16,2018-01-01 16:55:00,2018-01-01 18:21:00,TRUE
"talek","t30458","k",2001-12-12,2018-01-01 07:29:00,2018-01-01 07:51:00,TRUE
"talek","t30553.100","o",2001-12-21,2018-01-01 06:50:00,2018-01-01 06:55:00,TRUE
"talek","t30553.161","o",2001-12-25,2018-01-01 18:38:00,2018-01-01 18:44:00,TRUE
"talek","t30553.49","k",2001-12-18,2018-01-01 07:58:00,2018-01-01 08:15:00,TRUE
"talek","t30553.5","k",2001-12-17,2018-01-01 06:04:00,2018-01-01 06:19:00,FALSE
"talek","t30553.73","o",2001-12-19,2018-01-01 07:20:00,2018-01-01 07:27:00,TRUE
"talek","t30637","k",2002-01-08,2018-01-01 07:18:00,2018-01-01 07:25:00,TRUE
"talek","t3064","d",1992-07-24,2018-01-01 06:29:00,2018-01-01 07:28:00,FALSE
"talek","t3068.11","k",1992-07-29,2018-01-01 06:18:00,2018-01-01 06:26:00,TRUE
"talek","t30804","k",2002-01-22,2018-01-01 06:15:00,2018-01-01 06:20:00,TRUE
"talek","t30995","o",2002-02-07,2018-01-01 19:09:00,2018-01-01 19:14:00,TRUE
"talek","t31033","o",2002-02-09,2018-01-01 18:15:00,2018-01-01 18:52:00,TRUE
"talek","t31094","k",2002-02-11,2018-01-01 19:43:00,2018-01-01 20:39:00,FALSE
"talek","t31148","o",2002-02-14,2018-01-01 07:10:00,2018-01-01 07:30:00,FALSE
"talek","t31229","k",2002-02-18,2018-01-01 07:37:00,2018-01-01 08:38:00,FALSE
"talek","t31375","o",2002-02-24,2018-01-01 06:32:00,2018-01-01 06:37:00,TRUE
"talek","t31393","o",2002-02-24,2018-01-01 18:22:00,2018-01-01 18:27:00,TRUE
"talek","t31464","o",2002-02-27,2018-01-01 16:29:00,2018-01-01 16:34:00,TRUE
"talek","t31472","k",2002-02-27,2018-01-01 18:31:00,2018-01-01 18:36:00,TRUE
"talek","t31473","o",2002-02-27,2018-01-01 18:33:00,2018-01-01 18:38:00,TRUE
"talek","t3148","k",1992-09-19,2018-01-01 06:58:00,2018-01-01 08:07:00,FALSE
"talek","t31531","o",2002-03-01,2018-01-01 07:17:00,2018-01-01 07:22:00,TRUE
"talek","t3156","k",1992-09-21,2018-01-01 07:33:00,2018-01-01 07:54:00,TRUE
"talek","t31592","k",2002-03-04,2018-01-01 07:21:00,2018-01-01 07:47:00,FALSE
"talek","t31600","o",2002-03-06,2018-01-01 06:48:00,2018-01-01 07:34:00,TRUE
"talek","t31660","o",2002-03-08,2018-01-01 18:19:00,2018-01-01 18:25:00,TRUE
"talek","t31778","o",2002-03-17,2018-01-01 07:58:00,2018-01-01 08:03:00,TRUE
"talek","t31786","o",2002-03-18,2018-01-01 06:35:00,2018-01-01 07:15:00,FALSE
"talek","t31836","o",2002-03-20,2018-01-01 18:18:00,2018-01-01 18:23:00,TRUE
"talek","t3185","d",1992-10-14,2018-01-01 06:19:00,2018-01-01 06:45:00,TRUE
"talek","t3192","k",1992-10-16,2018-01-01 06:33:00,2018-01-01 08:44:00,FALSE
"talek","t31969","k",2002-03-26,2018-01-01 06:24:00,2018-01-01 06:32:00,TRUE
"talek","t32018","k",2002-03-28,2018-01-01 06:28:00,2018-01-01 06:43:00,FALSE
"talek","t3210","k",1992-10-23,2018-01-01 06:18:00,2018-01-01 07:18:00,TRUE
"talek","t32167","o",2002-04-06,2018-01-01 08:03:00,2018-01-01 08:08:00,TRUE
"talek","t32210","k",2002-04-09,2018-01-01 06:23:00,2018-01-01 06:37:00,FALSE
"talek","t3264","d",1992-11-01,2018-01-01 18:03:00,2018-01-01 18:50:00,TRUE
"talek","t3290","o",1992-11-22,2018-01-01 18:23:00,2018-01-01 18:57:00,TRUE
"talek","t3336","k",1992-12-20,2018-01-01 06:34:00,2018-01-01 09:15:00,FALSE
"talek","t3337","d",1992-12-20,2018-01-01 17:40:00,2018-01-01 18:50:00,TRUE
"talek","t3347","k",1992-11-26,2018-01-01 07:15:00,2018-01-01 07:46:00,FALSE
"talek","t3357","o",1992-12-24,2018-01-01 06:29:00,2018-01-01 08:06:00,TRUE
"talek","t3367","d",1992-12-28,2018-01-01 18:43:00,2018-01-01 19:09:00,TRUE
"talek","t3370","d",1992-12-30,2018-01-01 07:06:00,2018-01-01 07:49:00,TRUE
"talek","t3374.5","k",1992-12-30,2018-01-01 18:47:00,2018-01-01 19:33:00,FALSE
"talek","t339","o",1989-01-16,2018-01-01 17:05:00,2018-01-01 18:04:00,TRUE
"talek","t339.1","o",1989-01-16,2018-01-01 18:17:00,2018-01-01 18:44:00,FALSE
"talek","t34708","k",2002-06-23,2018-01-01 18:12:00,2018-01-01 18:39:00,TRUE
"talek","t3488","d",1993-04-19,2018-01-01 06:16:00,2018-01-01 06:30:00,TRUE
"talek","t3489","o",1993-04-19,2018-01-01 06:34:00,2018-01-01 07:32:00,TRUE
"talek","t3512","k",1993-05-03,2018-01-01 06:20:00,2018-01-01 09:17:00,FALSE
"talek","t35226","o",2002-08-12,2018-01-01 06:35:00,2018-01-01 07:17:00,TRUE
"talek","t3561.6","o",1992-12-02,2018-01-01 17:21:00,2018-01-01 17:26:00,TRUE
"talek","t3563","k",1992-12-03,2018-01-01 06:30:00,2018-01-01 07:16:00,TRUE
"talek","t35671","k",2002-09-19,2018-01-01 06:46:00,2018-01-01 06:59:00,TRUE
"talek","t3586","k",1993-01-09,2018-01-01 07:17:00,2018-01-01 08:05:00,FALSE
"talek","t36412","k",2002-11-19,2018-01-01 06:41:00,2018-01-01 07:20:00,FALSE
"talek","t36570","o",2002-12-06,2018-01-01 06:47:00,2018-01-01 07:32:00,FALSE
"talek","t36578","o",2002-12-06,2018-01-01 18:48:00,2018-01-01 18:58:00,FALSE
"talek","t36660","k",2002-12-12,2018-01-01 19:04:00,2018-01-01 19:34:00,FALSE
"talek","t36673","k",2002-12-16,2018-01-01 18:20:00,2018-01-01 19:15:00,FALSE
"talek","t3671.5","o",1992-12-24,2018-01-01 06:46:00,2018-01-01 06:51:00,TRUE
"talek","t36890","o",2003-01-14,2018-01-01 05:40:00,2018-01-01 05:45:00,TRUE
"talek","t36950","o",2003-01-19,2018-01-01 06:45:00,2018-01-01 07:46:00,FALSE
"talek","t36973","o",2003-01-22,2018-01-01 18:58:00,2018-01-01 19:22:00,FALSE
"talek","t37110","k",2003-02-06,2018-01-01 06:05:00,2018-01-01 07:02:00,FALSE
"talek","t3716","o",1993-01-25,2018-01-01 06:38:00,2018-01-01 07:15:00,FALSE
"talek","t37197","k",2003-02-15,2018-01-01 06:43:00,2018-01-01 07:05:00,FALSE
"talek","t37227","o",2003-02-18,2018-01-01 07:43:00,2018-01-01 07:48:00,TRUE
"talek","t3723","o",1993-01-26,2018-01-01 06:33:00,2018-01-01 09:00:00,TRUE
"talek","t3732.11","k",1993-02-01,2018-01-01 06:30:00,2018-01-01 06:54:00,TRUE
"talek","t3739","d",1993-02-04,2018-01-01 18:22:00,2018-01-01 19:15:00,FALSE
"talek","t37390","k",2003-03-04,2018-01-01 07:20:00,2018-01-01 08:11:00,TRUE
"talek","t3740","o",1993-02-06,2018-01-01 06:20:00,2018-01-01 08:17:00,FALSE
"talek","t37404","d",2003-03-05,2018-01-01 05:47:00,2018-01-01 06:29:00,TRUE
"talek","t3761","k",1993-02-09,2018-01-01 08:25:00,2018-01-01 08:30:00,TRUE
"talek","t37828","d",2003-04-12,2018-01-01 06:58:00,2018-01-01 07:14:00,TRUE
"talek","t37838","k",2003-04-13,2018-01-01 06:16:00,2018-01-01 07:31:00,FALSE
"talek","t37841","k",2003-04-13,2018-01-01 08:11:00,2018-01-01 08:16:00,FALSE
"talek","t37893","o",2003-04-18,2018-01-01 21:16:00,2018-01-01 21:21:00,TRUE
"talek","t379","d",1989-02-12,2018-01-01 18:42:00,2018-01-01 19:17:00,TRUE
"talek","t38121","k",2003-05-20,2018-01-01 19:12:00,2018-01-01 19:40:00,FALSE
"talek","t38308","o",2003-06-09,2018-01-01 18:31:00,2018-01-01 18:36:00,TRUE
"talek","t38309","o",2003-06-09,2018-01-01 18:36:00,2018-01-01 18:41:00,TRUE
"talek","t38490","k",2003-06-30,2018-01-01 07:01:00,2018-01-01 07:57:00,FALSE
"talek","t38556","k",2003-07-07,2018-01-01 05:51:00,2018-01-01 06:47:00,FALSE
"talek","t38590","k",2003-07-12,2018-01-01 08:10:00,2018-01-01 08:25:00,FALSE
"talek","t38604","k",2003-07-13,2018-01-01 06:32:00,2018-01-01 07:15:00,FALSE
"talek","t38613","o",2003-07-14,2018-01-01 06:46:00,2018-01-01 06:51:00,TRUE
"talek","t38652","k",2003-07-17,2018-01-01 07:06:00,2018-01-01 08:40:00,FALSE
"talek","t38704","o",2003-07-25,2018-01-01 17:53:00,2018-01-01 18:00:00,TRUE
"talek","t39072","k",2003-09-03,2018-01-01 09:00:00,2018-01-01 09:30:00,TRUE
"talek","t44196","o",2004-03-09,2018-01-01 06:37:00,2018-01-01 06:42:00,TRUE
"talek","t44198","k",2004-03-09,2018-01-01 06:55:00,2018-01-01 07:38:00,TRUE
"talek","t44726","o",2004-04-29,2018-01-01 18:03:00,2018-01-01 18:08:00,TRUE
"talek","t458","k",1989-03-25,2018-01-01 07:45:00,2018-01-01 08:37:00,FALSE
"talek","t461","d",1989-03-26,2018-01-01 17:37:00,2018-01-01 18:53:00,TRUE
"talek","t465.1","o",1989-03-28,2018-01-01 07:19:00,2018-01-01 07:24:00,TRUE
"talek","t467.6","o",1989-03-29,2018-01-01 07:15:00,2018-01-01 07:20:00,TRUE
"talek","t47839","o",2004-05-17,2018-01-01 18:37:00,2018-01-01 18:55:00,FALSE
"talek","t47845","k",2004-05-18,2018-01-01 06:03:00,2018-01-01 06:11:00,TRUE
"talek","t47869","o",2004-05-18,2018-01-01 18:56:00,2018-01-01 19:09:00,TRUE
"talek","t47873","o",2004-05-18,2018-01-01 19:49:00,2018-01-01 19:54:00,TRUE
"talek","t47932","o",2004-05-21,2018-01-01 17:55:00,2018-01-01 18:00:00,TRUE
"talek","t47939","o",2004-05-22,2018-01-01 05:59:00,2018-01-01 06:04:00,TRUE
"talek","t48032","k",2004-05-31,2018-01-01 06:00:00,2018-01-01 07:35:00,FALSE
"talek","t48051","o",2004-06-02,2018-01-01 06:43:00,2018-01-01 06:57:00,TRUE
"talek","t48111","o",2004-06-05,2018-01-01 06:55:00,2018-01-01 07:00:00,TRUE
"talek","t48112","o",2004-06-05,2018-01-01 07:01:00,2018-01-01 08:03:00,TRUE
"talek","t48123","k",2004-06-05,2018-01-01 19:11:00,2018-01-01 19:59:00,TRUE
"talek","t48201","k",2004-06-10,2018-01-01 08:05:00,2018-01-01 08:12:00,TRUE
"talek","t48208","o",2004-06-10,2018-01-01 19:17:00,2018-01-01 19:28:00,TRUE
"talek","t48251","o",2004-06-12,2018-01-01 08:00:00,2018-01-01 08:05:00,TRUE
"talek","t48262","o",2004-06-13,2018-01-01 17:55:00,2018-01-01 18:14:00,TRUE
"talek","t48314","o",2004-06-17,2018-01-01 07:01:00,2018-01-01 07:06:00,TRUE
"talek","t48440","o",2004-07-04,2018-01-01 07:23:00,2018-01-01 07:33:00,FALSE
"talek","t48855.1","k",2004-08-11,2018-01-01 07:34:00,2018-01-01 09:05:00,FALSE
"talek","t49403","k",2004-10-12,2018-01-01 06:26:00,2018-01-01 08:28:00,FALSE
"talek","t49476","k",2004-10-15,2018-01-01 05:39:00,2018-01-01 07:14:00,FALSE
"talek","t49635","o",2004-10-24,2018-01-01 06:11:00,2018-01-01 07:16:00,FALSE
"talek","t49685","k",2004-10-28,2018-01-01 06:03:00,2018-01-01 08:02:00,FALSE
"talek","t5006.2","d",1992-12-24,2018-01-01 06:46:00,2018-01-01 06:51:00,TRUE
"talek","t50077","k",2004-11-23,2018-01-01 06:42:00,2018-01-01 07:30:00,FALSE
"talek","t50126","k",2004-11-27,2018-01-01 06:17:00,2018-01-01 07:24:00,FALSE
"talek","t50169","k",2004-11-30,2018-01-01 06:51:00,2018-01-01 08:12:00,TRUE
"talek","t50183","c",2004-12-01,2018-01-01 06:02:00,2018-01-01 07:56:00,FALSE
"talek","t50291","o",2004-12-07,2018-01-01 06:46:00,2018-01-01 06:51:00,TRUE
"talek","t50293","k",2004-12-07,2018-01-01 07:08:00,2018-01-01 07:29:00,TRUE
"talek","t50339","d",2004-12-14,2018-01-01 18:32:00,2018-01-01 19:26:00,TRUE
"talek","t50454","k",2004-12-21,2018-01-01 18:27:00,2018-01-01 19:00:00,FALSE
"talek","t50466","o",2004-12-23,2018-01-01 06:31:00,2018-01-01 07:13:00,FALSE
"talek","t50469","o",2004-12-23,2018-01-01 18:14:00,2018-01-01 18:19:00,TRUE
"talek","t50561","k",2004-12-30,2018-01-01 06:03:00,2018-01-01 06:10:00,TRUE
"talek","t50664","o",2005-01-05,2018-01-01 05:55:00,2018-01-01 06:07:00,TRUE
"talek","t50675","o",2005-01-05,2018-01-01 07:14:00,2018-01-01 07:23:00,TRUE
"talek","t50720","k",2005-01-07,2018-01-01 06:40:00,2018-01-01 07:31:00,FALSE
"talek","t50886","o",2005-01-16,2018-01-01 06:13:00,2018-01-01 06:38:00,TRUE
"talek","t50887","k",2005-01-16,2018-01-01 07:15:00,2018-01-01 07:30:00,TRUE
"talek","t51068","k",2005-01-25,2018-01-01 05:51:00,2018-01-01 06:41:00,FALSE
"talek","t51109","o",2005-01-27,2018-01-01 07:19:00,2018-01-01 07:24:00,TRUE
"talek","t51149","o",2005-01-29,2018-01-01 07:32:00,2018-01-01 07:37:00,TRUE
"talek","t51306","k",2005-02-11,2018-01-01 16:11:00,2018-01-01 17:44:00,FALSE
"talek","t51596","c",2005-03-05,2018-01-01 06:14:00,2018-01-01 07:10:00,FALSE
"talek","t51756","o",2005-03-12,2018-01-01 06:42:00,2018-01-01 07:27:00,TRUE
"talek","t51854","o",2005-03-17,2018-01-01 06:11:00,2018-01-01 06:48:00,TRUE
"talek","t52021","c",2005-03-30,2018-01-01 18:50:00,2018-01-01 19:06:00,TRUE
"talek","t5208","k",1993-03-25,2018-01-01 17:00:00,2018-01-01 19:11:00,FALSE
"talek","t52200","c",2005-04-15,2018-01-01 06:18:00,2018-01-01 06:25:00,TRUE
"talek","t52215","k",2005-04-16,2018-01-01 06:13:00,2018-01-01 06:26:00,TRUE
"talek","t52231","o",2005-04-17,2018-01-01 18:16:00,2018-01-01 18:21:00,TRUE
"talek","t52329","o",2005-04-24,2018-01-01 07:15:00,2018-01-01 07:20:00,TRUE
"talek","t52344","o",2005-04-25,2018-01-01 18:31:00,2018-01-01 18:36:00,TRUE
"talek","t5237","k",1993-04-05,2018-01-01 06:33:00,2018-01-01 07:45:00,FALSE
"talek","t524","d",1989-05-21,2018-01-01 17:00:00,2018-01-01 18:36:00,TRUE
"talek","t52684","o",2005-05-07,2018-01-01 06:22:00,2018-01-01 07:00:00,TRUE
"talek","t5271","k",1993-04-18,2018-01-01 06:15:00,2018-01-01 08:38:00,FALSE
"talek","t52875","o",2005-06-01,2018-01-01 18:19:00,2018-01-01 18:33:00,TRUE
"talek","t53.5","k",1988-07-19,2018-01-01 08:02:00,2018-01-01 08:12:00,TRUE
"talek","t53014","k",2005-06-11,2018-01-01 06:12:00,2018-01-01 06:41:00,TRUE
"talek","t5304","k",1993-04-29,2018-01-01 06:25:00,2018-01-01 07:22:00,FALSE
"talek","t53055","c",2005-06-15,2018-01-01 06:46:00,2018-01-01 07:17:00,TRUE
"talek","t53057","k",2005-06-15,2018-01-01 06:16:00,2018-01-01 07:04:00,FALSE
"talek","t53065","k",2005-06-15,2018-01-01 19:02:00,2018-01-01 19:17:00,FALSE
"talek","t53074","k",2005-06-16,2018-01-01 06:10:00,2018-01-01 07:46:00,FALSE
"talek","t53110","k",2005-06-18,2018-01-01 06:03:00,2018-01-01 07:45:00,FALSE
"talek","t53124","o",2005-06-19,2018-01-01 18:08:00,2018-01-01 18:24:00,TRUE
"talek","t5320","k",1993-05-16,2018-01-01 06:50:00,2018-01-01 09:00:00,FALSE
"talek","t5326","c",1993-05-19,2018-01-01 17:59:00,2018-01-01 19:00:00,FALSE
"talek","t53277","k",2005-07-03,2018-01-01 06:22:00,2018-01-01 06:40:00,TRUE
"talek","t53495","c",2005-07-25,2018-01-01 07:00:00,2018-01-01 07:24:00,TRUE
"talek","t53581","k",2005-07-30,2018-01-01 06:16:00,2018-01-01 07:14:00,FALSE
"talek","t53591","o",2005-07-30,2018-01-01 18:04:00,2018-01-01 18:38:00,TRUE
"talek","t53594","o",2005-07-30,2018-01-01 19:04:00,2018-01-01 19:15:00,TRUE
"talek","t5360","k",1993-06-02,2018-01-01 06:25:00,2018-01-01 07:37:00,TRUE
"talek","t53639","k",2005-08-05,2018-01-01 06:54:00,2018-01-01 07:04:00,TRUE
"talek","t53731","o",2005-08-09,2018-01-01 06:18:00,2018-01-01 06:47:00,TRUE
"talek","t53827","o",2005-08-12,2018-01-01 06:44:00,2018-01-01 06:49:00,TRUE
"talek","t53843","o",2005-08-12,2018-01-01 18:36:00,2018-01-01 18:58:00,TRUE
"talek","t53858","o",2005-08-13,2018-01-01 07:22:00,2018-01-01 07:27:00,TRUE
"talek","t53992","k",2005-08-20,2018-01-01 06:10:00,2018-01-01 08:00:00,FALSE
"talek","t54209","o",2005-09-06,2018-01-01 07:37:00,2018-01-01 08:03:00,TRUE
"talek","t5432","o",1993-05-17,2018-01-01 06:18:00,2018-01-01 06:42:00,TRUE
"talek","t54390","k",2005-09-17,2018-01-01 07:11:00,2018-01-01 08:13:00,FALSE
"talek","t55002","o",2005-11-02,2018-01-01 18:20:00,2018-01-01 19:08:00,TRUE
"talek","t55171","k",2005-11-17,2018-01-01 06:47:00,2018-01-01 06:55:00,TRUE
"talek","t554","o",1989-05-30,2018-01-01 07:09:00,2018-01-01 07:39:00,FALSE
"talek","t55583","o",2005-12-15,2018-01-01 06:53:00,2018-01-01 06:58:00,TRUE
"talek","t55625","k",2005-12-17,2018-01-01 07:25:00,2018-01-01 07:48:00,FALSE
"talek","t5612","k",1993-07-31,2018-01-01 06:32:00,2018-01-01 07:42:00,FALSE
"talek","t56284","k",2006-01-23,2018-01-01 18:18:00,2018-01-01 19:48:00,FALSE
"talek","t56287","o",2006-01-23,2018-01-01 18:30:00,2018-01-01 18:41:00,TRUE
"talek","t56289","o",2006-01-24,2018-01-01 06:19:00,2018-01-01 06:50:00,FALSE
"talek","t5650","k",1993-07-29,2018-01-01 07:10:00,2018-01-01 09:20:00,FALSE
"talek","t567","k",1989-06-03,2018-01-01 07:30:00,2018-01-01 08:54:00,FALSE
"talek","t5683","d",1993-08-06,2018-01-01 17:42:00,2018-01-01 18:25:00,FALSE
"talek","t56968","o",2006-03-23,2018-01-01 17:07:00,2018-01-01 18:00:00,TRUE
"talek","t57064","k",2006-03-30,2018-01-01 18:41:00,2018-01-01 19:19:00,FALSE
"talek","t57106","k",2006-04-02,2018-01-01 07:02:00,2018-01-01 07:37:00,FALSE
"talek","t5728","k",1993-07-29,2018-01-01 06:33:00,2018-01-01 08:07:00,FALSE
"talek","t57426","o",2006-04-23,2018-01-01 06:17:00,2018-01-01 06:48:00,TRUE
"talek","t57429","o",2006-04-23,2018-01-01 07:10:00,2018-01-01 07:32:00,TRUE
"talek","t57440","o",2006-04-23,2018-01-01 18:24:00,2018-01-01 18:34:00,TRUE
"talek","t57449","o",2006-04-25,2018-01-01 17:32:00,2018-01-01 17:55:00,TRUE
"talek","t5747","k",1993-08-01,2018-01-01 06:40:00,2018-01-01 07:20:00,FALSE
"talek","t57480","k",2006-04-27,2018-01-01 06:05:00,2018-01-01 07:33:00,FALSE
"talek","t57520","o",2006-04-29,2018-01-01 08:59:00,2018-01-01 09:08:00,TRUE
"talek","t57574","o",2006-05-02,2018-01-01 18:16:00,2018-01-01 18:28:00,TRUE
"talek","t57668","o",2006-05-09,2018-01-01 06:46:00,2018-01-01 07:09:00,TRUE
"talek","t57764","k",2006-05-14,2018-01-01 06:48:00,2018-01-01 07:11:00,TRUE
"talek","t57811","o",2006-05-22,2018-01-01 18:06:00,2018-01-01 18:16:00,TRUE
"talek","t57854","o",2006-05-24,2018-01-01 16:18:00,2018-01-01 16:33:00,TRUE
"talek","t57947","k",2006-05-29,2018-01-01 06:16:00,2018-01-01 07:47:00,FALSE
"talek","t57957","k",2006-05-29,2018-01-01 18:32:00,2018-01-01 18:53:00,TRUE
"talek","t57990","o",2006-05-31,2018-01-01 06:36:00,2018-01-01 06:41:00,TRUE
"talek","t57999","o",2006-05-31,2018-01-01 18:14:00,2018-01-01 18:25:00,FALSE
"talek","t58014","k",2006-06-01,2018-01-01 17:55:00,2018-01-01 18:20:00,FALSE
"talek","t58038","d",2006-06-04,2018-01-01 06:15:00,2018-01-01 08:02:00,FALSE
"talek","t58097","o",2006-06-07,2018-01-01 06:53:00,2018-01-01 07:08:00,TRUE
"talek","t58193","k",2006-06-11,2018-01-01 17:29:00,2018-01-01 18:49:00,FALSE
"talek","t58235","o",2006-06-14,2018-01-01 07:59:00,2018-01-01 08:06:00,TRUE
"talek","t5825","c",1993-08-06,2018-01-01 07:00:00,2018-01-01 07:14:00,TRUE
"talek","t58286","o",2006-06-17,2018-01-01 06:07:00,2018-01-01 06:34:00,TRUE
"talek","t58472","k",2006-07-02,2018-01-01 07:15:00,2018-01-01 07:27:00,TRUE
"talek","t58980","o",2006-08-13,2018-01-01 07:47:00,2018-01-01 07:52:00,TRUE
"talek","t59051","o",2006-08-19,2018-01-01 06:11:00,2018-01-01 07:16:00,FALSE
"talek","t59956","o",2007-02-27,2018-01-01 07:58:00,2018-01-01 08:03:00,TRUE
"talek","t60071","k",2007-03-12,2018-01-01 20:42:00,2018-01-01 21:06:00,TRUE
"talek","t60232","o",2007-04-07,2018-01-01 09:36:00,2018-01-01 10:00:00,FALSE
"talek","t60238","o",2007-04-07,2018-01-01 19:11:00,2018-01-01 19:27:00,TRUE
"talek","t60278","o",2007-04-24,2018-01-01 18:32:00,2018-01-01 19:06:00,TRUE
"talek","t60348","o",2007-05-02,2018-01-01 07:14:00,2018-01-01 07:19:00,TRUE
"talek","t60455","o",2007-05-23,2018-01-01 06:07:00,2018-01-01 06:32:00,TRUE
"talek","t6086","k",1993-09-21,2018-01-01 06:30:00,2018-01-01 09:32:00,FALSE
"talek","t60953","d",2007-08-05,2018-01-01 07:06:00,2018-01-01 07:42:00,FALSE
"talek","t60968","o",2007-08-16,2018-01-01 08:15:00,2018-01-01 09:07:00,TRUE
"talek","t61001","k",2007-08-22,2018-01-01 06:55:00,2018-01-01 08:38:00,FALSE
"talek","t6106","k",1993-09-24,2018-01-01 08:19:00,2018-01-01 08:40:00,FALSE
"talek","t6107","o",1993-09-24,2018-01-01 17:38:00,2018-01-01 18:58:00,FALSE
"talek","t6108","d",1993-09-25,2018-01-01 06:15:00,2018-01-01 06:57:00,TRUE
"talek","t61203","c",2007-09-26,2018-01-01 18:25:00,2018-01-01 18:42:00,TRUE
"talek","t61582","c",2007-11-14,2018-01-01 06:07:00,2018-01-01 06:48:00,FALSE
"talek","t61708","k",2007-12-03,2018-01-01 06:10:00,2018-01-01 06:21:00,TRUE
"talek","t61877","k",2008-01-16,2018-01-01 06:30:00,2018-01-01 07:05:00,TRUE
"talek","t61944","o",2008-01-26,2018-01-01 18:42:00,2018-01-01 18:47:00,TRUE
"talek","t61950","o",2008-01-27,2018-01-01 07:29:00,2018-01-01 08:46:00,FALSE
"talek","t61957","c",2008-01-27,2018-01-01 18:57:00,2018-01-01 19:09:00,TRUE
"talek","t61959","o",2008-01-28,2018-01-01 08:03:00,2018-01-01 08:08:00,TRUE
"talek","t62011","k",2008-02-06,2018-01-01 06:48:00,2018-01-01 06:53:00,TRUE
"talek","t62017","k",2008-02-06,2018-01-01 09:49:00,2018-01-01 09:54:00,TRUE
"talek","t62018","o",2008-02-06,2018-01-01 10:05:00,2018-01-01 10:10:00,TRUE
"talek","t62049","o",2008-02-13,2018-01-01 06:59:00,2018-01-01 07:04:00,TRUE
"talek","t62229","o",2008-03-22,2018-01-01 06:33:00,2018-01-01 07:20:00,TRUE
"talek","t62232","k",2008-03-23,2018-01-01 06:27:00,2018-01-01 06:57:00,TRUE
"talek","t62244","k",2008-03-25,2018-01-01 06:29:00,2018-01-01 06:34:00,TRUE
"talek","t62245","o",2008-03-25,2018-01-01 06:39:00,2018-01-01 06:44:00,TRUE
"talek","t62246","o",2008-03-25,2018-01-01 06:45:00,2018-01-01 06:50:00,TRUE
"talek","t62253","o",2008-03-25,2018-01-01 18:23:00,2018-01-01 18:28:00,TRUE
"talek","t62255","k",2008-03-25,2018-01-01 18:31:00,2018-01-01 19:41:00,FALSE
